     F(Hz)         |Z0|(ohms)    PHASE(Z0)(Deg)      |Z+|(ohms)    PHASE(Z+)(Deg)      |Z-|(ohms)    PHASE(Z-)(Deg)
    0.10000000000000E-05    0.17584594701847E-01     1.0250885635481        0.16276781995894E-01    0.95350219895899        0.16276781995894E-01    0.95350219895898    
     1.0000000000000        0.29414837811957E-01     9.3390303446524        0.59192032322518E-01     17.823526084811        0.59192032322518E-01     17.823526084811    
     2.0000000000000        0.30744775609092E-01     17.313368116788        0.66967373562271E-01     32.703848655743        0.66967373562271E-01     32.703848655743    
     3.0000000000000        0.32429221557135E-01     24.429097964560        0.78227335652039E-01     43.915889701374        0.78227335652039E-01     43.915889701374    
     4.0000000000000        0.34488738246281E-01     30.826352413520        0.91697178651380E-01     52.080918495986        0.91697178651380E-01     52.080918495986    
     5.0000000000000        0.36905902487182E-01     36.495134855617        0.10654208134526         58.066980210928        0.10654208134526         58.066980210928    
     6.0000000000000        0.39633731589621E-01     41.456415512428        0.12226227620959         62.553091535126        0.12226227620959         62.553091535126    
     7.0000000000000        0.42620242933695E-01     45.768509759191        0.13856025701049         66.001162247768        0.13856025701049         66.001162247768    
     8.0000000000000        0.45818297971472E-01     49.507543465507        0.15525426447559         68.715895539039        0.15525426447559         68.715895539039    
     9.0000000000000        0.49188307541927E-01     52.752353824632        0.17222927645110         70.899636161811        0.17222927645110         70.899636161811    
     10.000000000000        0.52698149674206E-01     55.576331436116        0.18940985859917         72.689440368106        0.18940985859917         72.689440368106    
     11.000000000000        0.56322156990612E-01     58.044069409722        0.20674487299998         74.180355925573        0.20674487299998         74.180355925573    
     12.000000000000        0.60039927547707E-01     60.210690559726        0.22419860678417         75.439874776858        0.22419860678417         75.439874776858    
     13.000000000000        0.63835238871899E-01     62.122454537300        0.24174545515792         76.517001746740        0.24174545515792         76.517001746740    
     14.000000000000        0.67695145307209E-01     63.817859289456        0.25936662999529         77.448053319156        0.25936662999529         77.448053319156    
     15.000000000000        0.71609259770750E-01     65.328840460181        0.27704806021387         78.260446436986        0.27704806021387         78.260446436986    
     16.000000000000        0.75569194201195E-01     66.681890295616        0.29477901519870         78.975228681884        0.29477901519870         78.975228681884    
     17.000000000000        0.79568127744767E-01     67.899030286277        0.31255117910122         79.608803605758        0.31255117910122         79.608803605758    
     18.000000000000        0.83600474503574E-01     68.998626340608        0.33035801494406         80.174131005624        0.33035801494406         80.174131005624    
     19.000000000000        0.87661627599080E-01     69.996057923948        0.34819431745642         80.681576819438        0.34819431745642         80.681576819438    
     20.000000000000        0.91747761335387E-01     70.904261985641        0.36605589432408         81.139525812535        0.36605589432408         81.139525812535    
     21.000000000000        0.95855677566769E-01     71.734172374349        0.38393933385125         81.554829666241        0.38393933385125         81.554829666241    
     22.000000000000        0.99982685658564E-01     72.495074236550        0.40184183288923         81.933139424284        0.40184183288923         81.933139424284    
     23.000000000000        0.10412650816334         73.194890612616        0.41976106940899         82.279156050152        0.41976106940899         82.279156050152    
     24.000000000000        0.10828520618658         73.840413887705        0.43769510457919         82.596820746924        0.43769510457919         82.596820746924    
     25.000000000000        0.11245712000117         74.437493961329        0.45564230862896         82.889461853653        0.45564230862896         82.889461853653    
     26.000000000000        0.11664082141131         74.991190992756        0.47360130180406         83.159908595759        0.47360130180406         83.159908595759    
     27.000000000000        0.12083507543229         75.505901075766        0.49157091036102         83.410581251400        0.49157091036102         83.410581251400    
     28.000000000000        0.12503880910736         75.985458606206        0.50955012924255         83.643561760033        0.50955012924255         83.643561760033    
     29.000000000000        0.12925108616356         76.433221617573        0.52753809498121         83.860651086921        0.52753809498121         83.860651086921    
     30.000000000000        0.13347108611376         76.852141380657        0.54553406060612         84.063414234528        0.54553406060612         84.063414234528    
     31.000000000000        0.13769808714105         77.244821708532        0.56353737951021         84.253218381317        0.56353737951021         84.253218381317    
     32.000000000000        0.14193145174817         77.613567089434        0.58154748794309         84.431262320609        0.58154748794309         84.431262320609    
     33.000000000000        0.14617061495320         77.960424132394        0.59956389384037         84.598601984369        0.59956389384037         84.598601984369    
     34.000000000000        0.15041507428705         78.287215940472        0.61758616592659         84.756170875905        0.61758616592659         84.756170875905    
     35.000000000000        0.15466438142964         78.595571424194        0.63561392530228         84.904797291429        0.63561392530228         84.904797291429    
     36.000000000000        0.15891813513292         78.886950021726        0.65364683795003         85.045218620088        0.65364683795003         85.045218620088    
     37.000000000000        0.16317597523391         79.162663155288        0.67168460954679         85.178093707788        0.67168460954679         85.178093707788    
     38.000000000000        0.16743757752390         79.423892141788        0.68972697974365         85.304012879673        0.68972697974365         85.304012879673    
     39.000000000000        0.17170264932459         79.671703572420        0.70777371728443         85.423506330255        0.70777371728443         85.423506330255    
     40.000000000000        0.17597092580280         79.907063007356        0.72582461728661         85.537051940442        0.72582461728661         85.537051940442    
     41.000000000000        0.18024216671703         80.130846620118        0.74387949819893         85.645081572620        0.74387949819893         85.645081572620    
     42.000000000000        0.18451615354254         80.343850721744        0.76193819760470         85.747985981728        0.76193819760470         85.747985981728    
     43.000000000000        0.18879268722154         80.546801463411        0.78000057273553         85.846120555459        0.78000057273553         85.846120555459    
     44.000000000000        0.19307158584592         80.740361306713        0.79806649508587         85.939808094240        0.79806649508587         85.939808094240    
     45.000000000000        0.19735268285305         80.925136258506        0.81613585029284         86.029342921767        0.81613585029284         86.029342921767    
     46.000000000000        0.20163582562198         81.101682068098        0.83420853775369         86.114994414725        0.83420853775369         86.114994414725    
     47.000000000000        0.20592087371484         81.270508512827        0.85228446667125         86.197008670867        0.85228446667125         86.197008670867    
     48.000000000000        0.21020769800990         81.432084924462        0.87036355791576         86.275611994582        0.87036355791576         86.275611994582    
     49.000000000000        0.21449617923185         81.586843157232        0.88844573990292         86.351011825683        0.88844573990292         86.351011825683    
     50.000000000000        0.21878620733416         81.735182144864        0.90653095067955         86.423399587751        0.90653095067955         86.423399587751    
     51.000000000000        0.22307768029048         81.877470102934        0.92461913432480         86.492951359601        0.92461913432480         86.492951359601    
     52.000000000000        0.22737050365499         82.014048139473        0.94271024267884         86.559830112042        0.94271024267884         86.559830112042    
     53.000000000000        0.23166458950297         82.145231871242        0.96080423204285         86.624186064778        0.96080423204285         86.624186064778    
     54.000000000000        0.23595985639143         82.271314994069        0.97890106664946         86.686159178664        0.97890106664946         86.686159178664    
     55.000000000000        0.24025622820165         82.392569816565        0.99700071380869         86.745878681779        0.99700071380869         86.745878681779    
     56.000000000000        0.24455363398317         82.509249844768         1.0151031457830         86.803464702614         1.0151031457830         86.803464702614    
     57.000000000000        0.24885200755412         82.621591452034         1.0332083396098         86.859029248416         1.0332083396098         86.859029248416    
     58.000000000000        0.25315128689519         82.729814873999         1.0513162753877         86.912676344644         1.0513162753877         86.912676344644    
     59.000000000000        0.25745141389880         82.834125767835         1.0694269366889         86.964503006288         1.0694269366889         86.964503006288    
     60.000000000000        0.26175233422454         82.934716700353         1.0875403111774         87.014600134439         1.0875403111774         87.014600134439    
     61.000000000000        0.26605399668599         83.031767562392         1.1056563884631         87.063052346489         1.1056563884631         87.063052346489    
     62.000000000000        0.27035635325000         83.125447103278         1.1237751614708         87.109939009152         1.1237751614708         87.109939009152    
